,id,title,overview,release_date,vote_average,vote_count,genre
4384,459928,12 Feet Deep,Two sisters are trapped under the fiberglass cover of an Olympic sized public pool and must brave the cold and each other to survive the harrowing night.,11/8/2018,6,290,['Thriller']
4385,498248,Mia and the White Lion,A young girl from London moves to Africa with her parents where she befriends a lion cub.,8/2/2018,7.3,861,"['Adventure', 'Family', 'Drama']"
4386,109443,Anchorman 2: The Legend Continues,"With the 70s behind him, San Diego's top rated newsman, Ron Burgundy, returns to take New York's first 24-hour news channel by storm.",12/18/2013,6.1,2592,['Comedy']
4387,715931,Emancipation,"Inspired by the gripping true story of a man who would do anything for his family—and for freedom. When Peter, an enslaved man, risks his life to escape and return to his family, he embarks on a perilous journey of love and endurance.",12/2/2022,7.798,1132,"['Drama', 'War', 'History']"
4388,972731,"2025: Blood, White & Blue","Undercover U.S. agent Bill Wilson makes the bust of his career taking down a cartel leader. Hiding the evidence in his home exposes his family to a brutal targeting on the night of the annual Purge, the deadliest night of the year.",7/1/2022,4.2,4,"['Horror', 'Action', 'Comedy']"
4389,843241,The Seven Deadly Sins: Cursed by Light,"With the help of the ""Dragon Sin of Wrath"" Meliodas and the worst rebels in history, the Seven Deadly Sins, the ""Holy War"", in which four races, including Humans, Goddesses, Fairies and Giants fought against the Demons, is finally over. At the cost of the ""Lion Sin of Pride"" Escanor's life, the Demon King was defeated and the world regained peace. After that, each of the Sins take their own path.",7/2/2021,7.7,480,"['Animation', 'Fantasy']"
4390,10997,Farewell My Concubine,Two boys meet at an opera training school in Peking in 1924. Their resulting friendship will span nearly 70 years and endure some of the most troublesome times in China's history.,1/1/1993,8,586,['Drama']
4391,9766,Gridiron Gang,"Under the leadership of their counselor, teenagers at a juvenile detention center gain self-esteem by playing football together.",9/15/2006,7.042,1004,"['Crime', 'Drama']"
4392,62764,Mirror Mirror,"After she spends all her money, an evil enchantress queen schemes to marry a handsome, wealthy prince. There's just one problem - he's in love with a beautiful princess, Snow White. Now, joined by seven rebellious dwarves, Snow White launches an epic battle of good vs. evil...",3/15/2012,5.9,3153,"['Adventure', 'Comedy', 'Family', 'Fantasy']"
4393,968870,Pretty Guardian Sailor Moon Cosmos the Movie Part 2,"One by one, Sailor Moon’s friends and loved ones are targeted by a formidable new enemy who threatens to destroy everything and rule over the cosmos. After devastating losses, Sailor Moon endures her battle against Shadow Galactica. Will despair crush her, or will she find light in the darkness?",6/30/2023,7.81,42,['Animation']
4394,1000569,The Chapel,Twenty three year old virtuoso pianist Jennifer Rogiers has been living with a terrible secret most of her life. When she enters the world famous Queen Elisabeth competition the memory of a traumatic childhood experience surfaces again.,2/8/2023,6.7,14,"['Drama', 'Thriller', 'Music']"
4395,7305,Alive,"The amazing true story of a Uruguayan rugby team's plane that crashed in the middle of the Andes mountains, and their immense will to survive and pull through alive, forced to do anything and everything they could to stay alive on meager rations and through the freezing cold.",1/15/1993,6.9,1451,"['Adventure', 'Drama', 'History']"
4396,234020,Legend of the Sex Thief in Edo,Nikkatsu Roman Porno,9/12/1973,0,0,[]
4397,204922,Before I Go to Sleep,"A woman wakes up every day, remembering nothing as a result of a traumatic accident in her past. One day, new terrifying truths emerge that force her to question everyone around her.",9/3/2014,6.48,2000,"['Thriller', 'Mystery']"
4398,13078,The Babysitters,"Seventeen-year-old Shirley is a good student who works as a babysitter in order to make money for college. One night Michael, a father Shirley works for, confesses he's unhappy with married life. Shirley has a crush on Michael, and seizes this moment to kiss him. Michael is so happy he presents Shirley with a big tip, which gives her an idea. Shirley plans to make extra money by setting up her teenage friends with other unhappy fathers.",5/9/2008,6,498,['Drama']
4399,2665,Airplane II: The Sequel,"A faulty computer causes a passenger space shuttle to head straight for the sun, and man-with-a-past Ted Striker must save the day and get the shuttle back on track – again – all the while trying to patch up his relationship with Elaine.",12/10/1982,6.1,1107,['Comedy']
4400,204922,Before I Go to Sleep,"A woman wakes up every day, remembering nothing as a result of a traumatic accident in her past. One day, new terrifying truths emerge that force her to question everyone around her.",9/3/2014,6.48,2000,"['Thriller', 'Mystery']"
4401,13078,The Babysitters,"Seventeen-year-old Shirley is a good student who works as a babysitter in order to make money for college. One night Michael, a father Shirley works for, confesses he's unhappy with married life. Shirley has a crush on Michael, and seizes this moment to kiss him. Michael is so happy he presents Shirley with a big tip, which gives her an idea. Shirley plans to make extra money by setting up her teenage friends with other unhappy fathers.",5/9/2008,6,498,['Drama']
4402,2665,Airplane II: The Sequel,"A faulty computer causes a passenger space shuttle to head straight for the sun, and man-with-a-past Ted Striker must save the day and get the shuttle back on track – again – all the while trying to patch up his relationship with Elaine.",12/10/1982,6.1,1107,['Comedy']
4403,487297,What Men Want,"Magically able to hear what men are thinking, a sports agent uses her newfound ability to turn the tables on her overbearing male colleagues.",2/8/2019,6.183,1456,"['Comedy', 'Romance']"
4404,652722,In the Arms of an Assassin,"Victor (William Levy) is one of the world’s most handsome  men, but he has a deep secret – he is a cold blooded assassin. Smooth talking and seductive, Victor was raised to do one thing only, which is to kill for money. When he is sent to the home of a brutal drug lord to collect payment for his most recent hit, he encounters the beautiful Sarai (Alicia Sanz), who has been forced to spend the last 9 years of her life with the drug lord.",12/6/2019,7.779,412,"['Romance', 'Thriller']"
4405,528656,Genghis Khan,"Temüjin and Börte are childhood lovers who are deeply in love; but news of Temüjin's father's death swiftly disrupted their relationship. Temüjin heads back to his hometown, but was faced with a sudden attack from his father's former comrades, causing his whole tribe to be destroyed.",4/28/2018,4.7,25,"['Fantasy', 'Action', 'Adventure']"
4406,2619,Splash,"A successful businessman falls in love with the girl of his dreams. There's one big complication though; he's fallen hook, line and sinker for a mermaid.",3/9/1984,6.254,1357,"['Comedy', 'Romance', 'Fantasy']"
4407,1180702,Nice Girls,A maverick cop and a meticulous detective join forces with a charming ex-hacker to solve an officer's disappearance and save Nice from disaster.,8/20/2024,5.3,61,"['Comedy', 'Crime', 'Action']"
4408,11687,The Visitors,"After a wizard's spell goes awry, 12th-century Gallic knight Godefroy de Papincourt, Count of Montmirail finds himself transported to 1993, along with his dimwitted servant, Jacquouille la Fripouille. Startled and perplexed by modern technology, the duo run amok, destroying cars and causing chaos until they meet Beatrice de Montmirail, an aristocratic descendant of the nobleman, who may be able to help them get back to 1123.",1/27/1993,7.125,1918,"['Fantasy', 'Comedy']"
4409,470229,Summer of 84,"After suspecting that their police officer neighbor is a serial killer, a group of teenage friends spend their summer spying on him and gathering evidence, but as they get closer to discovering the truth, things get dangerous.",8/10/2018,6.9,1322,"['Drama', 'Horror', 'Mystery']"
4410,384798,Kill Command,"Set in a near future, technology-reliant society that pits man against killing machines. Against this backdrop an elite army unit is helicoptered to a remote, off-the-grid island training facility. What starts out as a simple training exercise for Captain Bukes and his tight-knit unit, descends into a terrifying battle to the death, as the marines discover the island is overrun by an enemy that transcends the human concept of evil.",5/13/2016,5.6,579,"['Action', 'Horror', 'Science Fiction', 'Thriller']"
4411,374205,One Piece Film: GOLD,"The glittering Gran Tesoro, a city of entertainment beyond the laws of the government, is a sanctuary for the world’s most infamous pirates, Marines, and filthy rich millionaires. Drawn by dreams of hitting the jackpot, Captain Luffy and his crew sail straight for the gold. But behind the gilded curtains lies a powerful king whose deep pockets and deeper ambitions spell disaster for the Straw Hats and the New World alike.",7/23/2016,7.2,489,"['Action', 'Animation', 'Adventure', 'Comedy']"
4412,16007,Death Note,"Light Yagami finds the ""Death Note,"" a notebook with the power to kill, and decides to create a Utopia by killing the world's criminals, and soon the world's greatest detective, ""L,"" is hired to find the mysterious murderer. An all out battle between the two greatest minds on earth begins and the winner will control the world.",6/17/2006,7.1,705,"['Fantasy', 'Mystery', 'Thriller']"
4413,1161396,KIX,"Handheld skate video meets hardcore social realism in a sensational film with the energy of a three-chord punk song and an unruly group of street kids in front of the camera, shot over 10 wild years of their young lives.",3/20/2024,6,2,['Documentary']
4414,538335,Mother's Seduction,"Jung-sik helps out a friend and finds himself attracted to his friend's mother. After being caught steeling the mother's underwear, he becomes the victim of the mother's seduction.",7/31/2018,4,2,['Romance']
4415,508763,A Dog's Way Home,"The adventure of Bella, a dog who embarks on an epic 400-mile journey home after she is separated from her beloved human.",1/10/2019,7.367,1116,"['Drama', 'Adventure', 'Family']"
4416,38322,"Big Mommas: Like Father, Like Son","FBI agent Malcolm Turner and his 17-year-old son Trent go undercover at an all-girls performing arts school after Trent witnesses a murder. Posing as Big Momma and Charmaine, they must find the murderer before he finds them.",2/16/2011,5.5,1229,"['Crime', 'Comedy', 'Action']"
4417,578701,Those Who Wish Me Dead,"A young boy finds himself pursued by two assassins in the Montana wilderness, with a survival expert determined to protect him, and a forest fire threatening to consume them all.",5/5/2021,6.648,1654,"['Thriller', 'Action']"
4418,16318,Sex Is Zero,"Eun-sik tries to pass the state exam while studying in college after his military service. One day, he meets a beautiful woman Eun-hyo, and his life changes.",12/12/2002,6.135,111,"['Comedy', 'Romance']"
4419,293879,Miss Marple: The Murder at the Vicarage,"Faced with two false confessions and numerous suspects after a despised civil magistrate is found shot in the local vicarage, Detective Inspector Slack reluctantly accepts help from Miss Marple.",12/25/1986,6.6,47,"['Mystery', 'Drama', 'Crime', 'TV Movie']"
4420,51481,Mean Girls 2,"Confident senior Jo begins the new school year by breaking her own cardinal rule: don't get involved in girl drama. but when she sees timid Abby preyed upon by Queen Bee Mandi and her minions, she takes sides in a viciously funny girl-world-war that turns North Shore High School upside down.",1/23/2011,5.2,1239,['Comedy']
4421,535167,The Wandering Earth,"When the Sun begins to expand in such a way that it will inevitably engulf and destroy the Earth in a hundred years, united mankind finds a way to avoid extinction by propelling the planet out of the Solar System using gigantic engines, moving it to a new home located four light years away, an epic journey that will last thousands of years.",2/5/2019,6.605,976,"['Science Fiction', 'Action', 'Drama']"
4422,2289,Cold Mountain,"In this classic story of love and devotion set against the backdrop of the American Civil War, a wounded Confederate soldier named W.P. Inman deserts his unit and travels across the South, aiming to return to his young wife, Ada, who he left behind to tend their farm. As Inman makes his perilous journey home, Ada struggles to keep their home intact with the assistance of Ruby, a mysterious drifter sent to help her by a kindly neighbor.",12/24/2003,6.923,1781,"['War', 'History', 'Adventure', 'Romance']"
4423,21647,Sex Is Zero 2,"In his 10th year at college, Eun-sik is part of a nearly ideal campus couple with swimming champ Kyung-ah. While their three-year relationship is solid, Eun-sik struggles to get to the next level with Kyung-ah; despite the help and support of his friends, he can't manage to get her into bed.",12/12/2007,5.9,54,"['Romance', 'Comedy']"
4424,234,The Cabinet of Dr. Caligari,"Francis, a young man, recalls in his memory the horrible experiences he and his fiancée Jane recently went through. Francis and his friend Alan visit The Cabinet of Dr. Caligari, an exhibit where the mysterious doctor shows the somnambulist Cesare, and awakens him for some moments from his death-like sleep.",2/27/1920,7.917,1605,"['Drama', 'Horror', 'Thriller', 'Crime']"
4425,121856,Assassin's Creed,"Through a technology that unlocks the generic memories of his ancestor in 15th century Spain, Callum Lynch discovers he is a descendant of an ancient line of Assassins and amasses lethal skills to take on the oppressive Templar Order.",12/21/2016,5.4,7736,"['Action', 'Adventure', 'Science Fiction']"
4426,1047925,Come Out Fighting,"In WWII, a squad of U.S. African-American soldiers are sent on a rescue mission behind enemy lines to locate their lost commanding officer and a downed fighter pilot.",5/19/2023,4.8,42,"['War', 'Drama']"
4427,146301,Paranormal Activity: The Ghost Dimension,"Using a special camera that can see spirits, a family must protect their daughter from an evil entity with a sinister plan.",10/21/2015,5.3,1373,"['Horror', 'Thriller']"
4428,8373,Transformers: Revenge of the Fallen,"Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war.",6/19/2009,6.198,8541,"['Science Fiction', 'Action', 'Adventure']"
4429,2277,Bicentennial Man,"Richard Martin buys a gift, a new NDR-114 robot. The product is named Andrew by the youngest of the family's children. ""Bicentennial Man"" follows the life and times of Andrew, a robot purchased as a household appliance programmed to perform menial tasks. As Andrew begins to experience emotions and creative thought, the Martin family soon discovers they don't have an ordinary robot.",12/17/1999,7.261,3630,"['Science Fiction', 'Drama']"
4430,960704,Fullmetal Alchemist: The Final Alchemy,"The Elric brothers’ long and winding journey comes to a close in this epic finale, where they must face off against an unworldly, nationwide threat.",6/24/2022,6.3,197,"['Action', 'Adventure', 'Fantasy']"
4431,853033,Adultery Alumni Association 2,"Hye Jin, Hee Kyung, and Han Hee who are among the high school alumni. They met at the alumni meeting and heard that the male alumni who did not have a chance to study during their school days were greatly successful as an investment company. And after seeing the settlement a few days later, I am happy to share my memories, but in fact, their purpose (?) Is separate. They are difficult to afford, and they want to get help from Zhengzhou. Since then, Zhengzhou has been enjoying the love of female alumni.",2/18/2019,4.4,36,"['Drama', 'Romance']"
4432,76285,Percy Jackson: Sea of Monsters,"In their quest to confront the ultimate evil, Percy and his friends battle swarms of mythical creatures to find the mythical Golden Fleece and to stop an ancient evil from rising.",8/7/2013,6.028,5143,"['Adventure', 'Family', 'Fantasy']"
4433,859882,NUREOCHITA DOJO,,1/31/2019,0,0,[]
4434,296098,Bridge of Spies,"During the Cold War, the Soviet Union captures U.S. pilot Francis Gary Powers after shooting down his U-2 spy plane. Sentenced to 10 years in prison, Powers' only hope is New York lawyer James Donovan, recruited by a CIA operative to negotiate his release. Donovan boards a plane to Berlin, hoping to win the young man's freedom through a prisoner exchange. If all goes well, the Russians would get Rudolf Abel, the convicted spy who Donovan defended in court.",10/15/2015,7.236,6840,"['Thriller', 'Drama']"
4435,11236,The Secret Garden,"A young British girl born and reared in India loses her neglectful parents in an earthquake. She is returned to England to live at her uncle's castle. Her uncle is very distant due to the loss of his wife ten years before. Neglected once again, she begins exploring the estate and discovers a garden that has been locked and forgotten. Aided by one of the servants' boys, she begins restoring the garden, and eventually discovers some other secrets of the manor.",8/13/1993,7.4,898,"['Drama', 'Family', 'Fantasy']"
4436,11887,High School Musical 3: Senior Year,"As seniors in high school, Troy and Gabriella struggle with the idea of being separated from one another as college approaches. Along with the rest of the Wildcats, they stage a spring musical to address their experiences, hopes and fears about their future.",10/11/2008,6.554,3467,"['Comedy', 'Romance', 'Drama', 'Family', 'Music']"
4437,5725,Supervixens,"Clint Ramsey has to leave his job working at Martin Bormann's gas station and flee after his wife is murdered by psycho cop Harry Sledge, who tries to pin the murder on Clint. Crossing America, Clint gets sexually harassed on all sides by various voluptuous nymphomaniacs, and it all ends in a literally explosive climax.",4/2/1975,5.667,135,['Comedy']
4438,1634,Free Willy,"When maladjusted orphan Jesse vandalizes a theme park, he is placed with foster parents and must work at the park to make amends. There he meets Willy, a young Orca whale who has been separated from his family. Sensing kinship, they form a bond and, with the help of kindly whale trainer Rae Lindley, develop a routine of tricks. However, greedy park owner Dial soon catches wind of the duo and makes plans to profit from them.",7/16/1993,6.171,1810,"['Family', 'Adventure', 'Drama']"
4439,49517,Tinker Tailor Soldier Spy,"In the bleak days of the Cold War, espionage veteran George Smiley is forced from semi-retirement to uncover a Soviet mole within his former colleagues at the heart of MI6.",9/16/2011,6.623,2642,"['Drama', 'Thriller', 'Mystery']"
4440,1634,Free Willy,"When maladjusted orphan Jesse vandalizes a theme park, he is placed with foster parents and must work at the park to make amends. There he meets Willy, a young Orca whale who has been separated from his family. Sensing kinship, they form a bond and, with the help of kindly whale trainer Rae Lindley, develop a routine of tricks. However, greedy park owner Dial soon catches wind of the duo and makes plans to profit from them.",7/16/1993,6.171,1810,"['Family', 'Adventure', 'Drama']"
4441,49517,Tinker Tailor Soldier Spy,"In the bleak days of the Cold War, espionage veteran George Smiley is forced from semi-retirement to uncover a Soviet mole within his former colleagues at the heart of MI6.",9/16/2011,6.623,2642,"['Drama', 'Thriller', 'Mystery']"
4442,664574,Silent Night,"Nell, Simon, and their boy Art are ready to welcome friends and family for what promises to be a perfect Christmas gathering. Perfect except for one thing: everyone is going to die.",12/3/2021,6,498,"['Comedy', 'Science Fiction', 'Horror']"
4443,227719,Project Almanac,"A group of teens discover secret plans of a time machine, and construct one. However, things start to get out of control.",1/28/2015,6.781,2620,"['Science Fiction', 'Thriller']"
4444,347969,The Ridiculous 6,"When his long-lost outlaw father returns, Tommy ""White Knife"" Stockburn goes on an adventure-filled journey across the Old West with his five brothers.",12/11/2015,5.213,1414,"['Western', 'Comedy']"
4445,9386,In the Line of Fire,"Veteran Secret Service agent Frank Horrigan is a man haunted by his failure to save President Kennedy while serving protection detail in Dallas. Thirty years later, a man calling himself ""Booth"" threatens the life of the current President, forcing Horrigan to come back to protection detail to confront the ghosts from his past.",7/8/1993,6.985,1593,"['Action', 'Drama', 'Thriller', 'Crime', 'Mystery']"
4446,645886,The Unforgivable,A woman is released from prison after serving a sentence for a violent crime and re-enters a society that refuses to forgive her past.,11/24/2021,7.435,1826,"['Drama', 'Crime']"
4447,9922,The Postman,"In 2013, there are no highways, no I-ways, no dreams of a better tomorrow, only scattered survivors across what was once the United States. Into this apocalyptic wasteland comes an enigmatic drifter with a mule, a knack for Shakespeare, and something yet undiscovered: the power to inspire hope.",12/25/1997,6.3,1072,"['Science Fiction', 'Adventure', 'Action']"
4448,1264966,Silence of the Prey,"In a desperate bid to secure a future for her child, an undocumented immigrant mother takes a caretaker job. Unbeknownst to her, the elderly man conceals a horrifying truth.",5/14/2024,5.7,9,"['Horror', 'Thriller']"
4449,227,The Outsiders,"When two poor Greasers, Johnny and Ponyboy, are assaulted by a vicious gang, the Socs, and Johnny kills one of the attackers, tension begins to mount between the two rival gangs, setting off a turbulent chain of events.",3/25/1983,7.2,1368,"['Crime', 'Drama']"
4450,29996,Solomon and Sheba,"Near death, King David has a vision that his poet son, Solomon, should succeed him, rather than hot-headed Adonijah. Furious, Adonijah departs the court, swearing he will become king. Other rulers are concerned that Solomon's benevolent rule and interest in monotheism will threaten their tyrannical, polytheistic kingdoms. The Queen of Sheba makes an agreement with the Egyptian pharaoh to corrupt Solomon for their mutual benefit.",12/18/1959,6.378,94,"['History', 'Romance']"
4451,746,The Last Emperor,"A dramatic history of Pu Yi, the last of the Emperors of China, from his lofty birth and brief reign in the Forbidden City, the object of worship by half a billion people; through his abdication, his decline and dissolute lifestyle; his exploitation by the invading Japanese, and finally to his obscure existence as just another peasant worker in the People's Republic.",10/4/1987,7.617,1708,"['Drama', 'History']"
4452,947890,The Ancestral,"After suffering a family tragedy, a widower named Thanh moves his two daughters to a centuries-old ancestral home. Both daughters fall prey to sleep paralysis and night terrors. Their father seeks the help of a local psychologist, but chilling secrets and visions eventually prove that all is not what it seems in the old family house.",3/24/2022,6.4,57,['Horror']
4453,421255,False Lady,"Ah Man is killed in a hit-and-run, but is ordered to return to earth. Unfortunately, he's just been cremated, so he returns in the body of a beautiful woman",3/4/1992,6,6,"['Comedy', 'Fantasy', 'Romance']"
4454,65086,The Woman in Black,"The story follows a young lawyer, Arthur Kipps, who is ordered to travel to a remote village and sort out a recently deceased client’s papers. As he works alone in the client’s isolated house, Kipps begins to uncover tragic secrets, his unease growing when he glimpses a mysterious woman dressed only in black. Receiving only silence from the locals, Kipps is forced to uncover the true identity of the Woman in Black on his own, leading to a desperate race against time when he discovers her true identity.",2/3/2012,6.135,3462,"['Drama', 'Horror', 'Thriller']"
4455,984,Dirty Harry,"When a madman dubbed 'Scorpio' terrorizes San Francisco, hard-nosed cop, Harry Callahan – famous for his take-no-prisoners approach to law enforcement – is tasked with hunting down the psychopath.",12/23/1971,7.5,2469,"['Action', 'Crime', 'Thriller']"
4456,1060090,The Collective,"A group of righteous assassins called The Collective take aim at a highly sophisticated human trafficking ring backed by a network of untouchable billionaires. With their backs against the wall, The Collective has no choice but to put their most important mission in the hands of rookie assassin, Sam Alexander.",8/4/2023,5.6,129,"['Action', 'Thriller']"
4457,8326,Holes,A wrongfully convicted boy is sent to a brutal desert detention camp where he must dig holes in order to build character. What he doesn't know is that he is digging holes in order to search for a lost treasure hidden somewhere in the camp.,4/18/2003,6.9,1385,"['Adventure', 'Family', 'Drama', 'Comedy']"
4458,441130,Wolfwalkers,"In a time of superstition and magic, when wolves are seen as demonic and nature an evil to be tamed, a young apprentice hunter comes to Ireland with her father to wipe out the last pack. But when she saves a wild native girl, their friendship leads her to discover the world of the Wolfwalkers and transform her into the very thing her father is tasked to destroy.",10/26/2020,8.219,1203,"['Animation', 'Family', 'Adventure', 'Fantasy']"
4459,606402,Yaksha: Ruthless Operations,"Nicknamed after a human-devouring spirit, the ruthless leader of an overseas black ops team takes up a dangerous mission in a city riddled with spies.",4/8/2022,6.575,219,"['Action', 'Crime', 'Thriller']"
4460,50837,Martha Marcy May Marlene,"After several years of living with a cult, Martha finally escapes and calls her estranged sister, Lucy, for help. Martha finds herself at the quiet Connecticut home Lucy shares with her new husband, Ted, but the memories of what she experienced in the cult make peace hard to find. As flashbacks continue to torment her, Martha fails to shake a terrible sense of dread, especially in regard to the cult's manipulative leader.",10/21/2011,6.6,743,"['Drama', 'Thriller']"
4461,1809,The Rules of Attraction,"The incredibly spoiled and overprivileged students of Camden College are a backdrop for an unusual love triangle between a drug dealer, a virgin and a bisexual classmate.",10/11/2002,6.2,548,"['Drama', 'Romance', 'Comedy']"
4462,1296291,Zim Zim Ala Kazim,"Ustaz Kazim Elias is a beloved religious teacher, but at the same time, there are individuals who are jealous and not satisfied with him, even to the extent of sending him black magic.",6/13/2024,0,0,"['Comedy', 'Horror', 'Mystery', 'Music']"
4463,548066,Level 16,"The teenage girls of Vestalis Academy are meticulously trained in the art of being “clean girls,” practicing the virtues of perfect femininity. But what exactly are they being trained for? Vivien intends to find out.",2/20/2018,6.8,659,"['Science Fiction', 'Thriller']"
4464,1287850,Hell Hole,"Far away, in the desolate Serbian wilderness, a U.S.-led fracking crew uncover a dormant monster gestating inside a centuries-old French soldier. Now awakened and exposed in its most dangerously fragile state, it tears through the men on the grounds in search of a new womb.",7/29/2024,5.4,28,"['Horror', 'Science Fiction']"
4465,9665,Glory,"Robert Gould Shaw leads the US Civil War's first all-black volunteer company, fighting prejudices of both his own Union army and the Confederates.",12/15/1989,7.472,1626,"['Drama', 'History', 'War']"
4466,848058,Piggy,A bullied overweight teenager sees a glimpse of hope when her tormentors are brutally abducted by a mesmerizing stranger.,10/7/2022,6.601,605,"['Horror', 'Thriller', 'Drama']"
4467,525686,Mi prima la sexóloga,"A young man is afraid of asking for sex tips to his cousin, the sexologist.",7/20/2016,6.778,500,"['Comedy', 'Drama']"
4468,262841,Monster Trucks,"Tripp is a high school senior with a knack for building trucks who makes an incredible discovery - a gas-guzzling creature named Creech. To protect his mischievous new friend, Tripp hides Creech under the hood of his latest creation, turning it into a real-life super-powered Monster Truck. Together, this unlikely duo with a shared taste for speed team up on a wild and unforgettable journey to reunite Creech with his family.",12/21/2016,6.1,856,"['Action', 'Comedy', 'Science Fiction']"
4469,287424,Maggie,"There's a deadly zombie epidemic threatening humanity, but Wade, a small-town farmer and family man, refuses to accept defeat even when his daughter Maggie becomes infected. As Maggie's condition worsens and the authorities seek to eradicate those with the virus, Wade is pushed to the limits in an effort to protect her. Joely Richardson co-stars in this post-apocalyptic thriller.",5/8/2015,5.4,1584,"['Horror', 'Drama']"
4470,13688,CJ7,"A poor construction worker, who struggles to keep his son in private school, mistakes an orb he finds in a junkjard for a toy which proves to be much, much more once the young boy starts to play with it.",1/30/2008,7.322,715,"['Comedy', 'Drama', 'Family', 'Fantasy', 'Science Fiction']"
4471,2362,Westworld,"Delos is a futuristic amusement park that features themed worlds—ancient Rome, Medieval times and the Old West—populated by human-like androids. After two patrons have a run-in with a menacing gunslinger in West World, the androids at Delos all begin to malfunction, causing havoc throughout the park.",8/15/1973,6.781,1301,"['Adventure', 'Science Fiction', 'Western']"
4472,870096,Restart the Earth,"When a drug to replicate plant cells creates a sentient form of flower, the planet is over taken by flora and humankind is depleted. A Chinese task force, a widowed father and his young daughter fight to survive in a mission to inject an antidote to the core of the plants to reverse their growth.",9/3/2021,6.8,135,"['Science Fiction', 'Horror', 'Action']"
4473,321258,The Boy,"A young American woman takes a job as a nanny in a remote English village, soon discovering that the family's eight-year-old son is a life-sized doll that comes with a list of strict rules.",1/22/2016,5.956,3754,"['Horror', 'Mystery', 'Thriller']"
4474,717192,Ferry,"Before he built a drug empire, Ferry Bouman returns to his hometown on a revenge mission that finds his loyalty tested — and a love that alters his life.",5/13/2021,6.9,249,"['Crime', 'Drama', 'Action']"
4475,50321,Mars Needs Moms,"When Martians suddenly abduct his mom, mischievous Milo rushes to the rescue and discovers why all moms are so special.",3/9/2011,5.946,699,"['Adventure', 'Animation', 'Family']"
4476,314,Catwoman,"Liquidated after discovering a corporate conspiracy, mild-mannered graphic artist Patience Phillips washes up on an island, where she's resurrected and endowed with the prowess of a cat — and she's eager to use her new skills... as a vigilante. Before you can say ""cat and mouse"", handsome gumshoe Tom Lone is on her tail, fascinated by both of her personas.",7/22/2004,4.617,3347,"['Action', 'Fantasy', 'Crime']"
4477,375785,Then Came You,An American hypochondriac who is working as a baggage handler is forced to confront his fears when a British teenager with a terminal illness enlists him to help her carry out her eccentric bucket list.,12/5/2018,7.4,483,"['Comedy', 'Drama']"
4478,306,Beverly Hills Cop III,"When his boss is killed, Detroit cop Axel Foley finds evidence that the murderer had ties to a California amusement park called Wonder World. Returning to sunny Beverly Hills once more, Foley reunites with Detective Billy Rosewood to solve the case. Along with Billy's new partner, Detective Jon Flint, they discover that Wonder World is being used as a front for a massive counterfeiting ring.",5/24/1994,5.9,1915,"['Action', 'Comedy', 'Crime']"
4479,1279433,Inheritance,"When their rich uncle passes, his mansion of intricate puzzles becomes the backdrop for his estranged family's quest to secure a portion of his wealth.",6/19/2024,5.2,161,"['Comedy', 'Mystery']"
4480,625568,Unhinged,"Rachel is a divorced single mother whose bad day gets even worse. She's running late to drop her son off at school when she honks her horn impatiently at a fellow driver during rush-hour traffic. After an exchange of words, she soon realizes that the mysterious man is following her and her young son in his truck. A case of road rage quickly escalates, at horrifyingly psychotic proportions, into full-blown terror as Rachel discovers the psychopath's sinister plan for revenge. He is single-mindedly determined to teach her a deadly lesson.",7/16/2020,6.443,2296,"['Action', 'Thriller', 'Horror']"
4481,59068,Sister Emanuelle,"Sister Emanuelle and Sister Nanà go to meet Mr. Cazzabriga, who has a problem: his wild-child daughter, Monica, who he wants to send to a Catholic school to remove her from temptations around the house.",8/10/1977,5.2,47,"['Drama', 'Crime', 'Horror']"
4482,1102776,AKA,A steely special ops agent finds his morality put to the test when he infiltrates a crime syndicate and unexpectedly bonds with the boss' young son.,4/28/2023,6.866,633,['Action']
4483,553837,Code Geass: Lelouch of the Re;Surrection,"The story takes place several years after Lelouch's ""Zero Requiem"" plan. He gave up his life to save the world and protect the ones he loved. The day Lelouch vi Brittannia fell was the day this war-torn world found peace. Now, as his friends work to keep the peace, a terrorist attack could risk everything. Can the brilliant tactician outwit death and save them all? Or will Lelouch’s legacy fall here?",2/9/2019,7.3,100,"['Animation', 'Science Fiction', 'Crime', 'Mystery', 'War']"
4484,246403,Tusk,"When his best friend and podcast co-host goes missing in the backwoods of Canada, a young guy joins forces with his friend's girlfriend to search for him.",9/19/2014,5.5,1419,"['Comedy', 'Horror']"
4485,8007,Behind Enemy Lines,"While flying a routine reconnaissance mission over Bosnia, fighter pilot Lt. Chris Burnett photographs something he wasn't supposed to see and gets shot down behind enemy lines, where he must outrun an army led by a ruthless Serbian general. With time running out and a deadly tracker on his trail, Burnett's commanding officer, Admiral Reigart, decides to risk his career and launch a renegade rescue mission to save his life.",11/30/2001,6.4,1499,"['Action', 'Drama', 'Thriller', 'War']"
4486,9264,Poison Ivy,A seductive teen befriends an introverted high school student and schemes her way into the lives of her wealthy family.,5/8/1992,5.4,360,"['Thriller', 'Drama']"
4487,532,A Close Shave,"Wallace's whirlwind romance with the proprietor of the local wool shop puts his head in a spin, and Gromit is framed for sheep-rustling in a fiendish criminal plot.",3/7/1996,7.6,830,"['Family', 'Animation', 'Comedy']"
